BPM,SpO2,GSR,Temp,Nível de Estresse
93,94,23.21,36.97,86
87,98,37.26,36.86,50
109,96,23.98,36.05,80
97,96,18.5,36.9,91
67,97,24.97,38.22,75
65,94,20.88,37.73,78
104,94,13.53,36.36,100
88,90,43.21,37.48,67
117,98,44.12,38.23,84
108,95,18.79,37.75,100
111,98,12.59,36.37,99
62,92,39.55,38.17,58
55,94,18.46,36.75,59
109,91,25.74,37.14,100
63,99,12.57,37.32,73
103,94,19.05,38.13,100
53,97,41.72,38.33,40
88,91,42.18,38.32,79
74,97,18.28,36.02,58
81,93,23.44,38.3,98
108,99,15.37,36.14,87
112,99,12.97,36.66,100
87,90,49.69,37.29,54
102,94,36.22,37.2,77
116,90,31.68,37.51,100
77,96,40.62,37.2,46
52,97,43.6,38.34,37
71,92,42.27,36.6,38
87,92,10.66,36.69,99
111,96,17.47,38.3,100
106,93,36.2,36.19,67
55,92,25.03,37.52,65
81,97,49.3,37.7,42
59,92,36.62,37.26,47
52,96,48.26,37.74,23
108,91,18.06,36.43,100
98,90,44.56,38.13,83
108,95,22.85,36.35,87
80,97,49.58,37.0,30
118,90,16.31,36.19,100
111,99,30.65,37.36,85
101,98,41.71,37.67,67
90,92,27.31,38.35,100
80,92,28.72,37.85,84
71,93,49.45,37.35,36
53,90,27.01,38.33,76
62,98,34.16,37.2,40
94,92,12.18,37.4,100
91,99,43.69,37.49,51
98,93,35.93,37.02,73
69,90,26.16,38.1,87
103,93,10.65,36.46,100
85,90,33.67,37.39,78
50,94,10.51,37.81,83
64,94,10.05,38.26,100
66,96,34.64,38.21,61
73,97,17.56,37.27,77
107,93,17.68,37.61,100
72,96,36.13,36.99,46
95,93,12.15,37.17,100
57,92,22.54,38.27,81
108,95,15.98,38.33,100
108,93,33.21,38.24,100
62,92,36.47,36.35,36
88,98,38.85,38.13,68
77,94,20.21,38.37,98
110,96,13.57,36.9,100
65,95,13.15,37.3,81
51,99,27.05,37.95,51
66,94,47.83,37.41,34
79,96,18.71,38.48,100
62,95,20.27,37.14,66
62,99,14.04,37.78,77
92,91,34.22,37.98,89
70,92,37.19,37.24,54
104,91,35.72,38.14,99
89,92,44.45,37.37,61
64,90,29.46,37.03,62
101,97,15.38,36.27,87
102,95,21.58,36.98,93
101,91,36.5,37.83,91
79,97,34.52,38.3,71
82,95,31.24,36.63,58
106,96,37.32,36.89,70
101,90,35.5,36.38,73
58,96,45.25,37.73,32
103,92,33.44,38.4,100
50,97,41.14,37.6,28
93,95,19.95,37.54,97
58,93,37.13,37.38,45
81,97,46.09,36.22,24
64,98,25.43,37.82,64
61,99,41.16,37.51,31
106,91,38.99,37.65,89
57,95,12.38,38.25,90
76,94,33.26,37.96,72
111,94,15.21,37.95,100
61,99,48.69,38.32,32
114,92,42.46,38.47,100
91,97,14.39,37.45,99
111,97,14.87,36.27,96
60,94,33.78,37.15,46
92,97,23.8,37.97,93
66,99,11.4,36.07,58
81,97,31.67,36.14,45
89,92,25.51,36.17,71
72,91,14.04,37.83,100
105,98,42.08,37.25,63
55,91,46.6,36.92,25
99,98,40.26,36.26,46
86,93,42.9,37.83,65
113,91,18.66,36.8,100
103,99,20.54,36.66,83
98,90,18.34,37.63,100
60,93,40.6,37.4,42
98,98,47.92,36.91,44
70,98,38.67,37.6,46
115,93,45.26,36.68,68
112,98,35.55,37.99,90
77,95,25.51,36.57,61
66,90,27.03,36.4,58
55,99,13.01,37.96,75
68,95,11.26,37.77,94
105,98,37.82,36.46,58
77,91,27.54,36.29,62
115,95,32.09,38.1,100
87,91,32.31,37.94,88
86,93,21.1,36.82,83
117,97,29.04,37.65,100
98,96,28.83,36.31,67
92,98,25.54,37.27,78
85,96,42.83,36.05,32
107,90,28.05,36.98,98
62,91,34.15,36.19,39
101,95,45.82,37.19,59
107,96,44.65,37.05,62
81,92,45.62,37.11,49
109,98,20.8,36.11,81
107,96,11.4,36.9,100
105,95,20.44,37.89,100
77,95,21.15,36.92,73
50,90,46.37,37.79,37
91,94,35.97,36.92,64
97,99,13.27,37.06,95
89,92,15.42,37.41,100
112,96,16.23,38.38,100
53,99,35.22,36.27,15
87,92,39.42,36.08,47
76,94,44.39,37.52,49
58,96,47.63,38.37,38
65,92,18.07,38.47,98
105,99,22.39,37.21,90
80,91,19.61,37.17,90
63,95,24.35,37.61,68
74,97,46.59,37.39,36
83,93,33.0,37.59,74
116,98,39.53,38.18,90
73,97,29.6,37.87,67
75,96,11.15,37.24,89
69,96,12.57,37.15,81
113,92,31.52,37.6,100
59,95,38.75,37.14,36
116,94,18.61,37.14,100
73,90,38.88,36.04,40
54,92,42.43,36.44,22
116,90,26.48,37.22,100
107,93,39.86,38.06,90
76,99,26.16,36.7,54
64,92,37.13,37.31,51
84,93,40.56,36.86,53
102,98,49.68,36.26,35
93,92,23.82,38.4,100
75,95,26.44,38.14,82
96,95,16.62,36.2,84
83,96,18.16,37.8,94
99,98,37.74,36.87,59
61,96,46.68,38.49,44
53,90,25.78,36.76,55
97,97,17.19,36.6,86
104,94,21.4,37.42,100
50,98,28.2,38.09,53
115,99,21.63,36.48,88
79,94,19.34,37.77,92
52,94,39.44,36.15,16
70,91,10.31,38.3,100
98,92,31.57,36.2,70
111,99,41.75,38.29,82
87,98,20.65,37.23,81
64,96,34.13,37.12,44
101,90,36.76,38.43,100
95,92,36.2,38.48,94
74,91,27.83,37.63,79
70,90,23.86,36.32,64
54,98,43.44,37.27,21
119,97,40.34,37.32,80
96,94,22.85,37.29,93
117,91,14.12,37.42,100
67,90,12.87,36.05,74
70,96,13.77,37.78,90
72,91,33.31,37.78,72
113,90,12.07,36.29,100
116,91,23.48,37.43,100
89,96,40.13,37.42,60
59,96,21.77,37.71,68
101,99,40.53,36.21,45
110,95,39.82,37.57,81
113,94,19.83,36.7,100
54,92,39.15,37.27,39
102,92,39.91,37.93,86
104,98,25.9,37.76,94
86,93,18.42,36.3,79
105,98,30.85,37.48,83
108,93,46.86,38.42,86
118,91,35.58,36.39,84
108,93,16.92,38.13,100
51,95,37.31,37.76,41
114,95,27.09,37.94,100
109,94,33.66,36.7,79
100,90,39.36,36.72,71
79,92,30.6,38.27,87
60,94,42.56,36.9,29
88,95,38.89,36.16,44
112,90,34.6,37.5,100
113,98,16.03,36.31,95
110,92,43.44,37.99,88
103,99,47.44,37.6,57
107,92,15.48,38.19,100
105,91,29.53,37.96,100
83,97,20.36,36.28,66
80,92,40.18,36.95,54
101,95,38.87,37.94,81
50,91,15.64,37.04,70
104,96,45.08,38.43,80
71,93,17.24,37.84,92
89,98,41.89,36.04,32
50,99,28.28,38.2,52
114,98,23.13,36.25,84
112,96,16.33,36.35,98
103,97,16.7,37.84,100
91,92,36.48,38.16,86
70,94,32.02,37.34,60
71,91,14.88,36.72,83
87,99,14.51,36.88,83
57,96,12.89,36.86,67
111,97,39.75,36.82,67
96,98,38.48,36.61,52
66,96,12.34,37.52,85
66,99,32.41,38.25,59
62,99,13.39,36.77,63
66,97,46.15,36.47,16
87,98,46.28,38.1,55
94,95,37.93,37.85,76
55,99,47.05,38.33,30
84,91,42.46,36.41,47
63,91,43.14,36.36,29
110,93,32.79,37.35,93
64,98,22.24,37.54,64
103,96,18.71,37.2,100
76,91,23.09,37.5,86
62,97,35.14,36.45,29
80,96,16.91,37.2,84
84,98,20.35,37.65,85
109,97,28.72,37.08,86
55,92,19.32,37.7,76
118,90,33.55,37.13,100
107,91,46.93,36.83,65
98,91,39.92,36.76,67
72,93,36.66,37.03,52
83,95,33.31,36.06,47
75,93,29.52,37.67,74
96,98,17.46,38.11,100
54,93,45.79,36.89,21
69,95,19.94,36.12,57
55,95,13.65,38.47,90
119,99,40.0,36.66,67
108,99,17.02,36.32,87
113,90,24.88,36.92,100
67,97,11.13,37.85,90
53,92,15.48,36.73,66
66,95,16.93,37.44,78
63,92,12.18,37.04,83
62,91,36.27,36.29,37
56,94,43.48,36.83,23
93,90,24.93,37.81,100
64,98,44.98,37.53,30
68,96,18.53,36.3,59
112,92,23.02,36.41,97
84,93,16.03,37.6,100
84,95,34.82,38.03,75
68,92,26.79,36.87,63
69,96,34.53,37.49,53
84,95,40.47,36.43,42
81,98,31.83,36.78,52
97,94,35.11,36.05,57
93,93,47.41,37.92,66
73,92,21.96,37.0,76
110,99,24.37,38.04,100
66,90,38.71,37.77,61
99,92,34.45,38.07,94
114,92,17.14,36.71,100
81,96,25.05,36.46,62
85,96,28.71,38.43,89
62,90,26.78,37.79,76
119,92,17.13,38.09,100
107,97,46.98,36.03,41
63,98,40.49,36.89,26
86,96,29.25,37.86,80
117,96,37.2,36.19,68
89,97,45.89,37.42,49
108,95,15.45,37.07,100
65,92,20.01,36.04,58
111,90,31.71,36.59,90
53,96,41.96,36.71,18
94,90,11.45,36.28,100
77,90,49.36,37.58,51
115,98,28.2,36.61,82
80,99,24.37,36.69,59
52,96,21.71,38.25,70
57,93,16.97,37.17,71
73,95,41.66,36.98,40
64,90,48.22,37.81,46
92,96,26.55,38.27,95
80,95,48.1,36.06,22
94,93,42.95,37.12,61
115,96,29.24,37.53,99
57,92,36.96,36.8,38
106,90,27.4,37.93,100
79,93,32.35,38.43,85
67,92,12.32,38.36,100
118,90,37.85,36.66,87
88,91,12.11,36.57,98
109,94,42.68,38.39,91
92,97,43.0,37.15,52
94,90,19.48,36.52,93
72,93,22.95,37.77,83
118,93,29.25,36.71,95
55,94,33.87,36.67,35
105,96,21.49,38.2,100
53,97,33.7,36.41,23
72,95,21.91,36.16,57
55,90,12.22,36.67,75
81,96,10.1,37.52,100
67,92,14.05,36.31,73
64,95,41.69,37.18,36
89,97,48.46,37.57,48
55,96,27.08,38.12,63
112,99,30.51,36.57,74
116,95,15.87,38.04,100
60,98,32.04,36.59,32
92,98,15.79,37.69,99
66,90,34.45,37.08,57
53,90,47.33,36.29,15
112,90,17.83,37.79,100
117,97,40.58,36.54,66
90,99,10.94,36.44,84
54,96,25.02,36.9,47
81,92,14.43,37.63,100
119,91,24.1,36.58,100
84,93,16.94,36.46,82
71,92,24.93,36.02,55
114,96,26.7,37.18,96
71,99,22.02,37.07,61
60,97,36.26,36.58,28
52,95,46.75,36.13,3
58,92,26.02,37.07,59
109,95,17.69,37.97,100
63,91,20.83,37.79,83
67,96,44.16,38.15,47
72,99,32.87,36.02,30
96,96,28.2,38.42,98
118,93,15.99,36.85,100
96,97,27.99,38.48,97
79,93,21.14,36.63,74
74,96,47.73,37.18,33
77,93,45.36,36.88,40
74,94,13.36,36.89,84
107,96,30.67,38.11,99
90,99,19.0,37.87,93
74,92,26.43,38.48,92
97,99,45.07,37.53,54
59,94,31.1,37.16,49
60,92,23.37,36.23,52
70,94,18.32,38.49,97
94,92,42.01,37.38,68
56,99,34.98,37.75,40
113,96,28.72,37.02,90
113,90,18.7,37.37,100
51,98,23.37,38.36,65
91,98,48.39,36.42,30
103,94,30.8,36.73,79
65,98,26.03,36.38,42
67,99,30.86,37.98,59
108,95,41.16,36.16,56
65,94,23.6,36.2,51
55,92,17.15,36.75,65
106,97,33.4,37.29,79
96,93,36.61,37.02,71
97,99,38.51,36.11,43
91,92,45.28,38.39,76
109,95,24.85,38.38,100
53,97,13.01,36.7,59
51,98,48.33,37.83,19
108,95,27.4,37.45,96
76,94,34.93,36.59,49
76,91,36.65,36.66,53
56,91,31.86,37.23,53
112,98,18.21,37.05,100
95,91,40.21,36.73,64
112,91,42.15,38.02,94
61,92,32.12,37.2,54
62,92,29.54,37.64,65
92,93,14.56,36.47,92
66,96,13.36,37.33,80
112,98,23.58,36.79,90
85,91,22.43,37.32,92
57,93,48.15,37.95,36
118,98,41.34,37.92,85
85,91,36.4,36.89,64
77,99,30.71,37.74,63
96,90,16.69,38.35,100
79,99,49.14,37.56,34
72,97,25.0,36.37,51
65,98,14.28,37.7,80
63,96,29.75,36.26,37
101,97,44.96,38.18,72
86,93,45.49,37.29,53
78,93,10.44,36.96,95
116,91,45.45,36.14,64
64,97,20.86,36.95,60
96,91,11.56,38.26,100
95,98,43.91,36.05,34
101,93,44.55,37.19,65
68,90,33.85,38.33,78
70,93,32.98,36.99,55
113,92,42.52,37.07,78
86,95,41.45,37.45,58
76,96,45.6,37.16,37
104,97,32.11,36.42,67
78,91,48.71,36.05,28
69,95,49.85,37.52,33
74,95,14.66,38.3,100
119,99,43.98,36.27,55
112,94,29.99,36.53,84
85,99,25.5,36.93,65
51,99,34.52,38.02,41
71,96,12.24,36.67,76
65,92,30.26,38.21,75
67,93,44.84,36.14,22
118,99,18.54,38.35,100
103,98,27.06,37.4,86
79,93,47.58,37.65,50
94,92,27.14,36.92,84
68,91,24.33,37.95,85
83,94,27.62,36.42,63
62,93,30.78,36.12,39
92,97,35.28,36.99,61
111,96,42.03,38.13,85
71,95,28.08,37.89,72
101,91,42.7,37.29,74
101,92,31.35,37.43,91
85,99,23.54,36.32,59
68,98,36.32,38.1,55
87,98,38.71,37.97,65
119,94,32.32,37.64,100
106,92,12.26,37.17,100
69,91,16.8,38.41,100
58,97,21.41,38.2,73
81,95,21.31,37.61,87
53,99,36.94,36.93,22
99,96,10.73,37.55,100
54,90,40.23,37.44,44
69,90,20.61,36.99,79
86,99,22.4,36.77,68
71,91,31.12,37.02,63
107,99,18.64,37.43,100
117,92,45.38,37.07,77
93,90,13.41,36.66,100
83,94,27.78,37.9,85
91,92,43.98,37.33,62
58,90,34.63,36.17,36
56,97,21.69,36.92,52
117,95,26.83,38.21,100
68,98,38.27,37.89,49
80,92,48.93,36.81,38
84,98,45.73,38.35,57
106,98,23.7,36.19,76
110,90,49.93,38.4,89
80,92,10.14,36.61,94
102,95,11.11,36.02,95
81,97,42.95,37.08,42
115,93,17.98,36.9,100
108,94,12.43,37.35,100
59,98,19.49,37.99,71
51,95,27.04,38.11,61
115,96,39.22,37.0,76
109,96,34.97,37.07,78
66,93,19.5,36.37,63
65,93,30.13,36.12,42
65,93,47.05,37.6,39
95,94,42.6,36.16,46
88,94,22.93,37.83,95
80,97,49.29,37.35,36
50,98,38.34,36.5,13
60,91,12.5,37.35,87
53,96,11.41,36.46,60
75,90,16.74,37.1,91
99,90,39.11,38.0,90
61,93,17.35,37.15,74
114,99,30.46,36.37,73
96,96,13.73,37.81,100
102,91,46.84,36.47,56
51,91,23.76,37.85,70
73,90,46.33,37.2,46
53,99,47.8,37.13,9
68,91,10.25,38.13,100
75,96,28.57,37.77,71
89,98,10.99,36.08,79
99,95,46.35,36.74,50
92,99,30.74,38.18,82
116,91,13.0,36.05,100
61,99,14.41,37.36,69
116,99,25.34,37.82,100
76,98,47.61,37.55,36
103,96,37.72,37.9,82
115,90,44.7,37.81,92
98,98,24.66,37.73,91
65,91,11.73,38.05,100
51,93,48.97,37.61,25
109,98,10.69,37.01,100
103,93,47.91,37.18,62
79,92,24.75,37.79,88
87,90,10.4,38.19,100
77,96,37.57,36.68,43
74,95,49.22,36.86,28
59,99,48.63,38.33,31
109,93,16.44,37.45,100
91,95,17.25,36.45,83
89,95,32.62,37.66,77
91,93,35.49,38.48,90
96,95,39.58,38.06,78
86,99,17.24,37.86,92
71,97,48.36,36.52,18
106,92,35.55,38.19,100
76,93,43.88,37.31,48
90,99,31.6,38.22,79
83,90,26.57,36.82,78
81,93,49.09,36.16,27
115,99,33.28,37.19,81
61,99,44.67,36.67,13
89,98,48.13,37.79,49
59,97,37.01,38.39,53
97,93,31.96,37.73,89
69,96,10.14,38.22,100
88,99,11.6,37.13,91
109,92,18.03,37.93,100
115,98,17.44,38.11,100
114,99,20.19,37.78,100
100,93,22.2,37.27,99
85,91,24.4,37.56,92
73,99,26.82,37.75,66
76,94,13.95,36.63,81
51,91,11.69,38.02,91
80,99,36.96,38.38,66
106,95,31.49,37.16,85
115,99,27.77,37.75,98
78,90,35.38,37.84,76
64,95,43.11,37.66,41
61,93,27.11,37.37,62
77,92,35.64,38.2,77
73,91,48.14,37.12,41
70,96,43.58,36.15,20
59,98,27.04,38.11,62
67,92,35.79,37.68,61
63,95,17.08,38.12,86
83,98,32.42,36.35,46
107,91,49.25,36.08,50
71,96,30.73,38.34,73
119,94,47.11,36.37,62
85,94,26.29,38.02,90
94,96,49.95,38.06,59
85,98,33.17,37.77,68
71,93,11.69,36.33,78
110,98,33.47,37.67,86
105,99,20.98,38.22,100
82,98,11.3,37.06,88
94,93,42.83,37.03,60
85,92,21.03,37.11,89
69,91,41.86,36.21,33
67,98,21.53,38.23,78
87,91,17.77,38.17,100
116,95,48.96,38.49,86
72,94,24.47,37.46,74
65,94,34.06,37.88,61
108,93,34.4,36.51,76
118,95,32.42,37.67,100
117,94,46.59,37.62,80
70,93,36.98,38.25,68
119,98,26.15,38.08,100
61,95,44.5,38.35,47
65,99,17.24,38.17,80
63,99,31.77,38.17,57
110,99,48.02,36.16,40
95,92,35.02,38.11,91
81,99,42.68,37.52,45
64,95,36.14,36.95,41
93,90,43.57,36.14,51
66,94,47.78,37.69,38
90,99,20.92,36.82,74
103,95,16.79,37.17,100
93,97,29.36,37.7,81
54,98,38.07,38.28,44
76,92,19.09,38.06,99
92,91,10.16,37.13,100
80,93,23.72,36.97,76
66,97,48.75,36.6,14
103,97,37.8,36.93,65
111,92,26.05,36.28,89
81,93,17.7,38.43,100
89,92,24.24,37.43,92
62,99,16.79,36.32,51
84,91,14.25,36.88,97
54,93,46.27,37.37,28
78,95,49.91,37.33,37
119,94,16.56,36.09,100
74,92,12.18,38.38,100
71,91,23.19,36.69,70
115,98,28.47,36.04,73
94,90,18.19,36.19,90
118,98,22.06,37.45,100
50,90,18.03,36.34,58
93,96,40.97,36.1,42
88,95,38.5,36.95,56
103,96,35.4,37.56,80
78,92,25.49,36.28,64
103,92,46.36,36.78,60
65,90,48.78,37.04,34
69,93,16.95,36.4,69
95,91,18.92,37.27,100
116,99,31.03,36.21,71
114,97,13.65,36.12,98
107,92,27.46,37.3,99
102,96,33.27,36.62,68
50,96,30.88,36.24,25
115,98,23.24,37.06,97
78,95,31.7,38.29,79
119,90,48.35,37.81,89
57,97,18.24,38.04,74
78,90,36.19,38.18,80
100,92,11.74,38.43,100
82,94,12.66,37.91,100
52,97,32.07,37.52,42
109,98,14.2,36.91,100
84,96,10.89,36.45,85
118,98,16.86,37.72,100
69,92,32.59,38.49,79
88,94,38.13,37.17,62
53,99,18.1,37.81,64
68,97,36.73,37.24,43
94,90,17.3,37.08,100
92,97,34.54,37.03,63
62,96,26.48,37.26,56
62,90,36.15,36.92,49
109,99,49.8,37.87,62
106,99,47.51,38.19,68
101,95,10.17,38.21,100
102,90,45.42,36.57,62
92,91,12.66,38.24,100
91,94,48.12,36.85,45
75,91,21.27,36.77,77
72,99,25.28,37.82,68
92,90,13.67,36.76,100
77,95,14.49,36.13,71
58,97,39.07,36.93,27
69,97,47.77,37.8,36
105,97,34.43,36.82,70
88,95,38.63,37.57,66
100,92,40.48,37.65,80
61,90,20.51,37.83,85
104,91,11.81,38.24,100
60,94,10.07,37.08,81
75,99,24.03,36.42,52
91,94,19.66,36.8,87
76,99,12.49,37.08,80
60,90,17.18,37.78,88
87,90,14.98,36.03,87
92,98,46.6,36.79,39
68,91,15.61,37.95,98
113,96,31.51,37.68,96
55,99,33.72,37.83,42
95,93,31.74,38.03,92
91,96,13.96,37.96,100
114,97,22.75,37.71,100
108,94,12.05,37.1,100
101,90,25.83,38.46,100
96,93,17.54,37.42,100
56,99,32.47,36.51,25
60,92,37.71,36.73,38
110,99,31.28,37.73,89
117,94,27.37,38.31,100
74,99,25.49,36.45,49
61,99,43.67,36.21,8
75,95,18.77,38.2,94
61,91,39.37,38.29,62
92,96,40.3,36.69,51
100,92,26.77,36.94,89
86,90,21.89,37.65,100
95,99,28.82,36.82,67
102,92,13.73,38.19,100
62,98,11.84,36.27,59
103,99,14.46,36.09,84
106,95,17.49,36.52,96
53,95,30.17,36.72,37
98,93,43.97,36.28,50
56,97,19.43,36.16,44
60,94,47.41,37.89,37
103,96,48.2,36.41,44
94,98,48.36,38.28,60
72,94,43.5,36.92,38
77,94,24.55,37.68,81
106,93,12.91,36.56,100
75,95,32.75,36.6,49
74,91,32.35,37.44,70
103,92,44.0,37.4,73
78,90,49.84,37.92,56
85,91,30.33,37.89,88
63,91,23.81,37.68,77
84,97,17.44,37.12,83
79,97,10.19,38.23,100
66,91,30.36,37.56,68
116,95,32.22,38.48,100
79,94,43.0,38.05,61
94,92,30.18,36.11,67
100,94,46.66,36.8,54
96,94,35.12,37.43,77
102,94,43.61,37.8,75
113,92,15.93,37.38,100
87,92,44.21,37.97,68
113,93,37.01,36.71,79
56,96,16.81,36.46,54
71,91,17.59,36.13,70
90,99,47.06,37.43,44
59,93,11.29,37.72,90
106,93,28.5,36.82,88
56,90,22.54,37.53,74
99,99,36.6,36.13,48
101,97,43.59,36.25,45
82,90,24.42,37.75,95
50,97,27.08,36.92,39
102,96,49.28,37.68,60
109,98,41.36,38.08,80
83,97,45.89,38.13,55
53,94,27.55,36.43,39
66,97,19.36,37.22,67
53,99,26.47,37.83,52
92,92,38.64,37.93,80
53,99,14.38,37.96,72
50,96,20.82,36.57,45
99,93,11.87,36.48,100
110,94,27.29,37.48,100
84,98,43.1,37.85,54
57,96,10.99,36.8,69
73,93,37.01,36.26,40
85,95,47.3,37.79,53
99,99,19.48,36.75,83
92,96,37.75,36.42,51
76,99,49.0,36.37,14
81,98,48.49,36.79,27
67,93,19.4,37.48,80
77,99,14.01,36.9,76
78,92,15.93,36.05,75
65,97,38.08,36.24,24
96,90,39.03,36.73,69
108,98,36.97,37.65,79
80,90,23.44,36.25,72
53,91,16.79,37.4,76
86,97,33.23,36.3,49
66,98,29.35,36.53,40
88,96,39.15,36.43,46
97,92,27.65,36.17,74
95,96,23.55,37.68,93
97,95,21.74,37.16,92
88,91,18.46,38.08,100
53,92,20.63,36.25,51
79,99,13.79,36.36,69
79,99,23.87,36.77,60
71,94,11.46,37.91,100
115,99,17.46,36.76,99
61,93,39.87,37.02,38
85,91,23.02,36.75,82
67,93,36.73,36.2,35
102,97,38.68,38.35,84
50,94,33.25,37.37,42
107,94,48.35,37.97,74
55,99,10.86,37.65,74
119,92,39.55,37.29,91
93,97,48.35,36.22,31
73,95,44.49,37.61,45
68,91,16.72,36.39,73
67,91,23.07,37.04,72
79,98,16.9,37.57,85
91,96,34.05,37.96,79
82,99,38.49,37.71,55
61,98,22.68,37.68,63
76,95,31.58,36.37,49
88,94,37.64,36.87,58
58,90,26.85,36.11,47
70,95,44.16,37.8,46
78,95,40.86,38.38,66
82,92,12.59,36.66,92
111,92,34.85,36.22,75
64,92,19.41,37.19,75
51,92,32.3,38.14,60
101,96,48.28,37.38,57
93,99,45.16,36.12,30
103,91,26.18,38.44,100
67,99,21.66,38.07,74
52,99,19.38,36.33,39
56,91,31.3,38.3,70
92,92,14.57,37.13,100
87,99,31.97,36.93,57
86,96,10.05,37.15,99
107,92,22.95,38.09,100
82,96,18.8,37.65,90
108,98,48.85,36.15,39
60,99,39.09,38.39,47
117,93,23.99,36.37,97
117,96,13.71,37.86,100
71,98,30.67,37.59,58
115,97,18.54,36.47,97
93,97,31.46,36.43,59
55,98,43.41,38.18,35
91,94,34.63,37.05,68
74,94,35.35,37.64,62
106,92,31.64,37.26,92
104,94,47.09,37.82,71
65,97,47.28,37.2,25
63,94,30.51,36.72,47
88,93,22.23,36.91,84
77,97,28.38,38.15,77
100,96,17.46,37.17,99
98,95,35.45,36.53,63
58,94,30.0,38.34,68
107,94,14.13,37.99,100
94,99,17.91,36.14,72
71,91,29.19,38.5,88
81,93,45.5,37.74,56
118,97,32.66,36.4,77
118,97,37.26,36.59,73
91,90,23.56,37.73,100
102,91,32.86,37.95,99
108,94,27.9,36.6,85
88,98,36.37,36.64,49
64,99,12.02,36.77,66
78,96,29.73,37.5,68
52,99,21.84,36.43,37
59,94,23.05,36.26,48
78,90,48.44,37.7,55
84,95,17.31,37.95,100
55,97,22.45,37.25,55
61,96,30.4,36.91,44
87,91,44.52,37.08,57
68,94,26.67,36.97,60
116,93,39.75,38.4,100
57,98,44.25,37.92,32
57,99,22.4,36.52,41
96,90,25.71,36.96,92
53,95,24.26,37.36,56
100,92,43.31,37.53,74
116,98,11.77,37.17,100
94,94,22.34,38.03,100
57,95,37.18,37.92,48
65,98,32.62,37.26,46
116,98,27.45,38.14,100
58,97,31.6,37.88,53
109,98,17.9,37.95,100
64,93,27.23,38.39,80
90,95,30.07,36.67,66
71,94,46.05,36.67,29
73,94,20.43,38.22,93
93,93,44.71,37.93,70
50,91,35.77,38.32,59
59,95,10.81,36.16,63
105,98,38.99,37.57,73
99,90,11.42,36.36,100
61,96,49.9,37.26,20
109,95,44.91,36.39,55
75,92,21.89,36.32,67
90,90,20.3,36.03,82
85,93,25.26,37.58,87
72,98,24.25,36.9,58
92,91,24.89,36.26,78
55,92,22.73,36.81,58
118,91,34.85,36.42,86
92,91,16.57,38.35,100
74,99,43.84,36.8,27
67,97,42.5,36.83,28
111,92,29.06,38.1,100
62,96,44.11,37.62,35
92,97,19.89,37.78,96
77,92,10.7,37.59,100
67,91,34.77,38.37,74
108,97,28.32,36.52,77
109,92,32.69,38.47,100
112,96,45.97,38.08,79
106,90,48.8,37.47,73
100,95,35.38,37.66,81
105,98,40.56,37.62,71
76,92,13.35,36.15,78
81,96,16.43,36.55,76
58,95,39.33,38.4,53
117,97,27.25,37.34,98
95,92,27.84,36.95,84
116,92,22.34,37.91,100
75,93,34.29,37.31,62
57,92,17.41,36.03,55
55,98,35.08,37.84,42
73,93,16.95,37.83,94
97,95,12.55,36.41,94
94,97,23.21,38.39,100
62,97,19.25,36.56,55
118,94,45.56,37.14,75
74,94,12.2,36.29,77
69,95,17.06,37.51,82
115,99,31.95,36.94,80
94,96,29.24,36.88,72
96,99,11.83,38.07,100
112,96,10.29,36.02,100
104,93,49.52,37.99,72
68,95,36.35,37.43,51
84,96,24.62,38.47,95
102,94,28.82,37.47,92
75,94,20.66,36.14,63
63,91,23.79,36.13,54
94,96,35.96,38.21,82
93,95,45.31,38.1,67
114,90,17.37,36.86,100
100,93,43.61,37.55,71
92,92,14.86,37.22,100
72,92,18.6,38.42,100
105,96,11.49,38.37,100
68,99,15.63,38.46,89
104,93,46.69,38.17,79
109,97,28.38,38.27,100
108,98,13.11,36.54,98
82,92,48.39,38.08,60
68,94,45.16,37.77,45
77,93,40.19,38.41,71
101,99,47.34,37.43,53
98,95,18.81,36.21,83
86,99,43.45,37.49,48
75,93,37.6,37.72,63
89,97,44.79,36.55,38
87,92,41.88,36.99,57
103,94,23.86,37.5,100
71,90,40.98,36.94,49
65,95,20.5,36.94,65
77,94,23.14,36.33,63
84,97,14.32,38.35,100
109,98,47.4,37.88,68
94,97,21.64,36.0,68
95,97,30.82,37.91,84
104,92,25.65,37.85,100
75,93,48.4,36.02,21
74,93,23.4,36.92,71
114,94,41.14,37.52,84
55,98,44.22,37.13,18
72,98,27.42,37.94,69
113,99,25.13,37.06,90
92,90,39.91,36.38,59
72,97,46.52,38.44,50
79,90,40.2,36.61,51
67,91,19.09,37.79,89
70,96,45.53,36.36,21
106,97,25.5,36.82,84
72,90,33.05,37.11,64
94,92,43.26,36.48,53
93,96,17.54,37.12,92
96,98,41.38,36.39,44
89,97,33.85,37.4,67
100,97,45.73,37.66,62
91,98,16.88,36.16,73
56,99,26.83,38.18,59
99,92,43.31,36.46,57
97,97,10.77,36.56,95
55,90,14.49,37.65,87
58,97,49.62,37.17,15
106,96,21.22,37.25,99
80,97,49.02,36.32,21
70,90,17.3,38.01,100
89,95,24.44,37.54,87
94,96,40.11,36.34,48
98,94,36.31,36.93,69
69,94,33.24,38.03,67
66,96,31.2,37.42,55
77,92,43.74,36.27,36
90,95,19.4,36.93,86
115,96,27.7,36.61,87
74,90,16.22,37.29,94
